Code produit Fournisseur;EAN;Désignation du produit (NOM COMMERCIAL); Désignation Latine; Libellé Bon de livraison; Descriptif du produit; Durée garantie; Catégorie Arborescence Internet;Slogan;Qualité livrée;Couleur;Marque;Nombre de pièces par paquet;Hauteur adulte;Les plus du produit (1);Les plus du produit (2);Les plus du produit (3);Image_principale;Image secondaire 1;Image secondaire 2;Image secondaire 3;Image secondaire 4;Image secondaire 5;Vidéo Lien youtube;Fiche PDF;Période de plantation;Période de floraison;Période de semis;Période de récolte;Période de livraison;Type de sol;Exposition;Type utilisation;Type de Livraison
8245;;Carex  Ever Gold ;;Carex  Ever Gold  C2l;Cette graminée naine à la silhouette dense a un feuillage fin, souple et retombant. Les feuilles sont de couleur verte et panachées d une bande blanche au centre qui devient jaune. Il peut atteindre 20 cm de haut sur 30 cm de large. Plantez 9 carex par m² environ dans votre massif.;1 an;1320;Joli feuillage panaché;En pot de 2 litres;Vert;;1;0.20 m;Rustique;;;;MAA-carex_evergold.JPG;MAA-;;;;;;;00;;;;;1;13-14;1-8-10;00-Depart Fournisseur
1514;;Carex testacea  Prairie Fire ;;Carex testacea  Prairie Fire  C2l;Le Carex  Prairie Fire  est remarquable par son feuillage vert qui en automne se pare de couleur cuivrée, orange vif. Ses feuilles sont souples et fines. cette graminée a une silhouette dressée. Il peut atteindre 40 cm de haut et de large. Vous pouvez planter environ 6  Carex par m².;1 an;1320;Feuillage cuivré en automne;En pot de 2 litres;Orange;;1;0.40 m;Feuillage splendide;Rustique;;;MAA-carex_testacea_prairie_fire.jpg;MAA-;;;;;;;00;;;;;1;13-14;7-8-9-10;00-Depart Fournisseur
7974;;Fetuque;;Festuca glauca C2l;Cette graminée à la silhouette compacte est remarquable pour ses feuilles fines de couleur bleue. Elles sont surmontées par des fleurs. Le Fétuque peut atteindre 30 cm de haut et de large. Supprimez les feuilles au printemps à 10 cm du sol pour favoriser la croissance de nouvelles feuilles.;1 an;1320;Feuilles fines de couleur bleue;En pot de 2 litres;Vert;;1;30 cm;Rustique;;;;MAA-festuca_glauca.JPG;MAA-;;;;;;;00;06-07-08;;;;1;13;1-8-9-10;00-Depart Fournisseur
2643;;Imperata cylindrica  Red Baron ;;Imperata cylindrica  Red Baron  C2l;Cette graminée a de longues feuilles érigées qui sont vertes à la base puis rouge sur les pointes, pour devenir totalement rouge en automne. Elle forme une touffe aux feuillages fins. Sous un climat chaud, vous pourrez apercevoir des fleurs blanches en épis. Vous pouvez planter 6 Imperata par m². L Imperata peut atteindre 50 cm/+ de haut et de large. Il a une préférence pour des sols frais et drainé.;1 an;1320;Floraison blanche en épis;En pot de 2 litres;Rouge;;1;50 cm/+;Rustique;;;;MAA-imperata_cylindrica_red_baron.jpg;MAA-imperata_cylindrica_red_baron_C2l.jpg;;;;;;;00;07-08;;;;1;13-14;1-7-8-9-10;00-Depart Fournisseur
8550;;Pennisetum villosum;;Pennisetum villosum C2l;Cette graminée se recouvre de petits plumeaux roses puis blancs retombants. Le Pennisetum à des feuilles longues et fines de couleur verte. Il peut atteindre 0.40 à 0.60 cm de haut et de large. Supprimez les feuilles au printemps à 10 cm du sol pour favoriser la croissance de nouvelles feuilles.;1 an;1320;Jolis plumeaux ;En pot de 2 litres;Blanc;;1;0.40 à 0.60 m;Décoratif;;;;MAA-pennisetum_villosum.jpg;MAA-pennisetum_villosum_1.jpg;;;;;;;03-04;07-08-09;;;;1;13;1-7-8-9-10;00-Depart Fournisseur
8579;;Cheveux d ange;;Stipa tenuifolia C2l;Cette graminée appelée cheveux d ange forme une touffe avec des feuilles fines de couleur verte. Il donne des hampes avec des épis aux extrémités qui sont souples, légers et de couleur jaune, blond. En automne ses feuilles sont vertes mais brillantes. Le Stipa peut atteindre 0.50 à 0.60 cm de haut. Supprimez les feuilles au printemps à 10 cm du sol pour favoriser la croissance de nouvelles feuilles. Le Cheveux d ange est une des graminées les plus utilisées dans les jardins.;1 an;1320;Très robuste et entretien facile;En pot de 2 litres;Vert;;1;0.50 à 0.60 m;Un feuillage décoratif;;;;MAA-stipa_tenuifolia.JPG;MAA-;;;;;;;00;07-08-09;;;;1;13-14;1-7-8-9;00-Depart Fournisseur
1766;;Bambou sacré;;Nandina domestica C25l;Le nandina appelé bambou sacré est intéressant pour son feuillage. Ses feuilles de couleur verte deviennent en automne rouge pourpre. La floraison offre des fleurs en panicules de couleur blanche, elles ressemblent à des étoiles. Cet arbuste au port érigé s'élève jusqu'à 2 m sur un étalement 1.50 m. En automne, il donne des baies rouges qui restent sur le pied l'hiver, elles sont toxiques.  Il supporte des températures avoisinant les -15°C. Pendant l'hiver, disposez un paillage au pied du nandina. ;1 an;420;Feuillage rouge pourpre en automne;En pot de 25 litres H. 100/125 cm;Blanc;;1;2 m;Un arbuste original;Feuillage évolutif.;;;MAA-nandina_domestica.jpg;MAA-nandina_domestica_1.jpg;;;;;;;00;06-07;;;;1;13-14;8-10;00-Depart Fournisseur
627;;Nandina fire power;;Nandina fire power C7l;Le Nandina fire power est un arbuste nain qui a plus de branches que le bambou sacré. Le feuillage vert se colore en automne d'un rouge orangé. Les tiges ressemblent aux cannes des bambous, elles sont dressées et rouges. L été il y a des petites fleurs blanches en forme d'étoile regroupées en épis. Sous un climat chaud, vous aurez la possibilité d'apercevoir des fruits de couleur rouge éclatant et brillant qui restent sur le pied  jusqu'au printemps. Il peut faire jusqu'à 70 cm de haut sur 60 cm de large.Il résiste juqu à -16°C. Pendant l'hiver, disposez un paillage au pied du nandina. ;1 an;420;Arbuste nain au port arrondi;En pot de 7 litres;Blanc;;1;70 cm;Un arbuste original;Feuillage évolutif.;;;MAA-nandina_fire_power_1.jpg;MAA-;;;;;;;00;06-07;;;;1;13-14;1-7-8-9-10;00-Depart Fournisseur
2184;;Perovskia atriplicifolia;;Perovskia atriplicifolia C7l;Le perovskia est un arbuste aux rameaux dressés, souples connu sous le nom de lavande d Afghanistan. Le feuillage gris est denté et dégage un parfum agréable. Il offre de longues panicules avec des fleurs de couleur bleue à violet. Il peut atteindre 1.50 m de large et de haut. Le Perovskia résiste à la sécheresse et aux embruns. Il supporte des températures avoisinant les -10°C/+. Dans les régions les plus froides protégez-le l hiver avec un paillage et rabattez votre plante.;1 an;420;Joli feuillage gris;En pot de 7 litres;Violet;;1;1.50 m;Un feuillage aromatiqoe;Une floraison en abondance;;;MAA-perovskia_atriplicifolia.jpg;MAA-;;;;;;;00;07-08-09;;;;1;13;1-8;00-Depart Fournisseur
8161;;Palmier des Canaries;;Phoenix canariensis C13l;Appelé Datier des Caraibes, ce palmier à la croissance rapide dispose de feuilles courbées qui ont de nombreuses folioles, brillantes de couleur verte et pointues pouvant faire jusqu à 4 m de long. A la base de feuilles vous appercevrez des fleurs jaunes en grappe pendante. Il donne des fruits comestibles jaunes et rouges. Le Phoenix atteint une hauteur de 15 m sur un étalement de 3 à 4 m. Il résiste jusqu à -8°C/+. La plantation s effectue de préférence à l abri du vent froid, dans les régions froides conservez-le dans une véranda ou une pièce éclairée ou à protéger avec un voile d hivernage.;1 an;400;Croissance rapide !;En pot de 13 litres   H. 125/150 cm;Jaune;;1;15 m;Une croissance rapide;;;;MAA-phoenix_canariensis.jpg;MAA-;;;;;;;03-04;;;;;1;13-14;7-8-10;00-Depart Fournisseur
5901;;Buis sempervirens;;Buxus sempervirens C12l;Cet arbuste au feuillage persistant garde toujours sa couleur, il est parfait pour la taille. C est un végétal utilisé dans l art topiaire. La forme la plus courante est celle en boule. Il peut atteindre 3 à 5 m de haut et 2 m de diamètre. Ses feuilles sont petites et rondes, des fleurs crème éclosent en Mars- Avril. Il résiste jusqu à - 20°C. Il  est intéressant à planter en bac. Privilégiez un sol riche en calcaire et bien drainé. La taille se fait deux fois par an, en Mai et Septembre pour conserver sa silhouette en boule. Evitez la taille en plein soleil avec des températures élevées. ;1 an;420;Parfait pour la taille;En pot de 12 litres Boule 35/40 cm;Vert;;1;3 à 5 m;Tailles de mise en forme;;;;MAA-buxus_sempervirens_boule_35-40.JPG;MAA-F7201.jpg;MAA-F72013.jpg;;;;;;00;03-04;;;;1;13-14;7-8-10;00-Depart Fournisseur
4934;;Eleagnus eleador;;Eleagnus ebbingei eleador C 7l;L intérêt principal de cett arbuste est son feuillage panaché jaune et vert, il donne de la luminosité dans une haie ou dans un massif. On peut le tailler à la hauteur souhaitée. Bonne résistance aux embruns. ;1 an;440;Feuillage éclatant !;En pot de 7 litres H. 60/80 cm;Mélange;;1;5 m;Luminosité dans une haie;;;;MAA-eleagnus_ebbingei_eleador.jpg;MAA-F74845.jpg;;;;;;;00;;;;;1;13;6-7-8;00-Depart Fournisseur
4587;;Eleagnus eleador;;Eleagnus ebbingei eleador C 14l;L intérêt principal de cett arbuste est son feuillage panaché jaune et vert, il donne de la luminosité dans une haie ou dans un massif. On peut le tailler à la hauteur souhaitée. Bonne résistance aux embruns. ;1 an;440;Feuillage éclatant !;En pot de 14 litres H. 80/90 cm;Mélange;;1;5 m;Luminosité dans une haie;;;;MAA-eleagnus_ebbingei_eleador.jpg;MAA-F74845.jpg;;;;;;;00;;;;;1;13;6-7-8;00-Depart Fournisseur
2976;;Eleagnus eleador;;Eleagnus ebbingei eleador C 20l;L intérêt principal de cett arbuste est son feuillage panaché jaune et vert, il donne de la luminosité dans une haie ou dans un massif. On peut le tailler à la hauteur souhaitée. Bonne résistance aux embruns. ;1 an;440;Feuillage éclatant !;En pot de 20 litres H. 100/125 cm;Mélange;;1;5 m;Luminosité dans une haie;;;;MAA-eleagnus_ebbingei_eleador.jpg;MAA-F74845.jpg;;;;;;;00;;;;;1;13;6-7-8;00-Depart Fournisseur
634;;Eleagnus eleador;;Eleagnus ebbingei eleador C 45l;L intérêt principal de cett arbuste est son feuillage panaché jaune et vert, il donne de la luminosité dans une haie ou dans un massif. On peut le tailler à la hauteur souhaitée. Bonne résistance aux embruns. ;1 an;440;Feuillage éclatant !;En pot de 45 litres H.125/150 cm;Mélange;;1;5 m;Luminosité dans une haie;;;;MAA-eleagnus_ebbingei_eleador.jpg;MAA-F74845.jpg;;;;;;;00;;;;;1;13;6-7-8;00-Depart Fournisseur
1055;;Photinia  Little Red Robin ;;Photinia  Little Red Robin  C3l;Le Photinia  Little Red Robin  est un arbuste nain contrairement aux autres Photinias. Son feuillage est vert brillant avec les jeunes pousses de couleur rouge vif. Il donne des fleurs blanches regroupées en panicule. Il donne des fruits, des baies qui sont noires à maturité. Il peut atteindre 1 m/+ de haut sur une envergure de 1 m. Il supporte des températures avoisinant les -15°C/+. Cet arbuste est idéal pour une utilisation dans les haies basses avec sa taille réduite et sa forme compacte ou dans les massifs pour être taillé en boule.;1 an;440;Superbe feuillage printanier !;En pot de 3 litres    H. 30/40 cm;Blanc;;1;1 m/+; jeunes pousses  décoratives.;;;;MAA-photinia_little_red_robin_C3l.jpg;MAA-;;;;;;;00;05;;;;1;13-14;6-7-8-10;00-Depart Fournisseur
4671;;Photinia  Pink Marble ;;Photinia  Pink Marble  C3l;Le Photinia  Pink Marble est une nouvelle variété dont le feuillage des jeunes pousses est rouge et bordé de rose. Par la suite, les feuilles seront vertes et bordées d une couleur crème. Les fleurs regroupées en panicule sont de couleur blanche avec des touches de rose. Il peut s élever jusqu à 3 m sur un diamètre de 1.50 m /+. Il supporte des températures de -15°C/+. Son feuillage spécifique est à mettre en avant dans le jardin au travers d un massif ou d une haie.;1 an;440;Jeunes pousses vernissées;En pot de 3 litres;Multicolore;;1;3 m; jeunes pousses  décoratives.;;;;MAA-photinia_fraseri_pink_marble.jpg;MAA-photinia_fraseri_pink_marble_C3l.jpg;;;;;;;00;05;;;;1;13-14;6-7-8-10;00-Depart Fournisseur
4708;;Photinia  Pink Marble ;;Photinia  Pink Marble  C7-10l;Le Photinia  Pink Marble est une nouvelle variété dont le feuillage des jeunes pousses est rouge et bordé de rose. Par la suite, les feuilles seront vertes et bordées d une couleur crème. Les fleurs regroupées en panicule sont de couleur blanche avec des touches de rose. Il peut s élever jusqu à 3 m sur un diamètre de 1.50 m /+. Il supporte des températures proches de -15°C. Son feuillage spécifique est à mettre en avant dans le jardin au travers d un massif ou d une haie.;1 an;440;Jeunes pousses vernissées;En pot de 7-10 litres;Multicolore;;1;3 m; jeunes pousses  décoratives.;;;;MAA-photinia_fraseri_pink_marble.jpg;MAA-;;;;;;;00;05;;;;1;13-14;6-7-8-10;00-Depart Fournisseur
744;;Photinia  Red Robin ;;Photinia  Red Robin  C3l;Le Photinia  Red Robin  est un arbuste à la silhouette compacte dont les jeunes pousses sont rouges puis deviennent vertes. Elles sont brillantes, de forme ovale et aux bords dentés. Les fleurs regroupées en panicule sont de couleur blanche crème. Il peut faire 3 m de haut sur une envergure de 2 m. Il supporte des températures avoisinant les -15°C/+. Cet arbuste se marie très bien avec d autres végétaux pour former une haie, c est l un des plus utilisés dans la conception des haies pour son feuillage remarquable.;1 an;440;Superbe feuillage printanier !;En pot de 3 litres;Blanc;;1;3 m; jeunes pousses  décoratives.;;;;MAA-photinia_red_robin.jpg;MAA-photinia_red_robin_C3l.jpg;;;;;;;00;05;;;;1;13-14;6-7-8-10;00-Depart Fournisseur
4475;;Agave americana;;Agave americana C20-25l;L'Agave d'Amérique est une plante succulente aux feuilles vertes voire grises. Elles sont grosses, rigides, charnues et se terminent par une pointe piquante. Au bout de plusieurs années, elles donneront des fleurs de couleur jaune clair à l'extrémité de tige élevée. Elle peut atteindre 1.50 m /+ de haut et d'envergure. Elle a développé une bonne résistance pour la plantation en bord de mer.Elle supporte des températures proches de -10°C/+.Privilégiez un sol de préférence drainant.Pour la culture de l'Agave en pot évitez les excès d'eau qui risquent de provoquer la pourriture de la plante.   ;1 an;420;Joli feuillage argenté et rustique;En pot de 20-25 litres             ;Jaune;;1;1.50 m/+;;;;;MAA-agave_americana.JPG;MAA-;;;;;;;03-04;06-07-08;;;;1;13;9-10;00-Depart Fournisseur
1111;;Agave americana;;Agave americana C35l;L'Agave d'Amérique est une plante succulente aux feuilles vertes voire grises. Elles sont grosses, rigides, charnues et se terminent par une pointe piquante. Au bout de plusieurs années, elles donneront des fleurs de couleur jaune clair à l'extrémité de tige élevée. Elle peut atteindre 1.50 m /+ de haut et d'envergure. Elle a développé une bonne résistance pour la plantation en bord de mer.Elle supporte des températures proches de -10°C/+.Privilégiez un sol de préférence drainant.Pour la culture de l'Agave en pot évitez les excès d'eau qui risquent de provoquer la pourriture de la plante.   ;1 an;420;Joli feuillage argenté et rustique;En pot de 35 litres             ;Jaune;;1;1.50 m/+;;;;;MAA-agave_americana.JPG;MAA-;;;;;;;03-04;06-07-08;;;;1;13;9-10;00-Depart Fournisseur
4286;;Agave americana;;Agave americana C50l;L'Agave d'Amérique est une plante succulente aux feuilles vertes voire grises. Elles sont grosses, rigides, charnues et se terminent par une pointe piquante. Au bout de plusieurs années, elles donneront des fleurs de couleur jaune clair à l'extrémité de tige élevée. Elle peut atteindre 1.50 m /+ de haut et d'envergure. Elle a développé une bonne résistance pour la plantation en bord de mer.Elle supporte des températures proches de -10°C/+.Privilégiez un sol de préférence drainant.Pour la culture de l'Agave en pot évitez les excès d'eau qui risquent de provoquer la pourriture de la plante.   ;1 an;420;Joli feuillage argenté et rustique;En pot de 50 litres             ;Jaune;;1;1.50 m/+;;;;;MAA-agave_americana.JPG;MAA-;;;;;;;03-04;06-07-08;;;;1;13;9-10;00-Depart Fournisseur
2104;;Agave americana  Variegata ;;Agave americana  Variegata  C20-25l;Cette Agave se différencie des autres avec ses feuilles  panachées vertes et sur le bord une bande jaune. Elles sont grosses, rigides, charnues et se terminent par une pointe piquante. Au bout de plusieurs années, elles donneront des fleurs de couleur jaune clair. Elle peut atteindre 1.50 m/+ de haut et d envergure. Elle a développé une bonne résistance pour la plantation en bord de mer. Elle supporte des températures proches de -10°C/+. Privilégiez un sol de préférence drainant. Pour la culture de l'Agave en pot évitez les excès d'eau qui risquent de provoquer la pourriture de la plante. ;1 an;420;Joli feuillage panaché;En pot de 20-25 litres             ;Jaune;;1;1.50 m/+;;;;;MAA-agave_americana_variegata.jpg;MAA-;;;;;;;03-04;06-07-08;;;;1;13;9-10;00-Depart Fournisseur
8593;;Phormium tenax  Purpureum ;;Phormium tenax  Purpureum  C8l;Le phormium tenax, un arbuste élégant à la silhouette dressée, retombante très décorative est parfait pour une plantation en bord de mer. Son feuillage long et lancéolé est rouge voire bronze. Sur les vieux sujets vous pourrez admirer des fleurs de couleur rouge en panicule. Il peut atteindre 2 m/+ de haut et de large.  Vous pouvez disposer un paillage au pied pour le protéger ou mettre un voile d hivernage. Il peut résister au-delà de -10°C.;1 an;420;Superbe feuillage rouge bronze;En pot de 8 litres H. 60/90 cm;Rouge;;1;2 m/+;Résiste aux embruns;;;;MAA-phormium_tenax_purpureum.JPG;MAA-;;;;;;;03-04;09;;;;1;13;1-6-10;00-Depart Fournisseur
